(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(42.602222222222224, 18.231388888888887)
(42.602222222222224, 18.231388888888887)
(42.602222222222224, 18.231388888888887)
(42.62138888888889, 18.21222222222222)
(42.63805555555555, 18.13361111111111)
(42.63805555555555, 18.13361111111111)
(42.64138888888889, 18.105833333333333)
(42.64138888888889, 18.10611111111111)
(42.64138888888889, 18.10611111111111)
(42.64138888888889, 18.10611111111111)
(42.64138888888889, 18.10638888888889)
(42.64138888888889, 18.10638888888889)
(42.64138888888889, 18.10638888888889)
(42.64138888888889, 18.10611111111111)
(42.64138888888889, 18.10611111111111)
(42.64138888888889, 18.10638888888889)
(42.64138888888889, 18.1075)
(42.64416666666666, 18.1075)
(42.64416666666666, 18.1075)
(42.6425, 18.10888888888889)
(42.6425, 18.10888888888889)
(42.6425, 18.10888888888889)
(42.64083333333333, 18.108333333333334)
(42.64361111111111, 18.108611111111113)
(42.64361111111111, 18.108611111111113)
(42.64138888888889, 18.110000000000003)
(42.64861111111111, 18.111666666666668)
(42.64222222222222, 18.109722222222224)
(42.64222222222222, 18.109722222222224)
(42.64222222222222, 18.108333333333334)
(43.33722222222222, 17.81416666666667)
(43.33722222222222, 17.81416666666667)
(43.33694444444445, 17.81416666666667)
(43.33722222222222, 17.81388888888889)
(43.337500000000006, 17.810277777777777)
(42.81055555555555, 17.85638888888889)
(42.78444444444444, 17.885277777777777)
(42.538333333333334, 18.316111111111113)
(42.538333333333334, 18.316111111111113)
(42.53861111111111, 18.316111111111113)
(42.43, 18.76972222222222)
(42.43, 18.76972222222222)
(42.42194444444444, 18.77027777777778)
(42.42194444444444, 18.77027777777778)
(42.42194444444444, 18.77027777777778)
(42.42194444444444, 18.77027777777778)
(42.425555555555555, 18.771666666666665)
(42.42527777777777, 18.773055555555555)
(42.42777777777778, 18.769444444444442)
(42.42472222222222, 18.77138888888889)
(42.42472222222222, 18.77138888888889)
(42.42472222222222, 18.77138888888889)
(42.42444444444444, 18.77111111111111)
(42.430277777777775, 18.769444444444442)
(42.430277777777775, 18.769444444444442)
(42.430277777777775, 18.769444444444442)
(43.14666666666667, 19.09611111111111)
(43.15611111111111, 19.120555555555555)
(43.154444444444444, 19.125)
(43.15611111111111, 19.12)
(43.155, 19.12361111111111)
(43.18833333333333, 19.061666666666667)
(43.14861111111111, 19.292222222222225)
(43.155833333333334, 19.11861111111111)
(42.46138888888889, 19.273888888888887)
(43.15333333333333, 19.12638888888889)
(42.43444444444444, 19.26527777777778)
(None, None)
(None, None)
(42.43388888888889, 19.264722222222222)
(42.2725, 19.123055555555556)
(42.24611111111111, 19.091388888888886)
(42.24611111111111, 19.090833333333332)
(42.25972222222222, 19.1075)
(42.245555555555555, 19.090555555555554)
(42.43444444444444, 19.26527777777778)
(42.43222222222222, 19.26888888888889)
(42.43222222222222, 19.26888888888889)
(42.43083333333333, 19.26361111111111)
(42.43444444444444, 19.264444444444443)
(42.43444444444444, 19.264444444444443)
(42.43444444444444, 19.264444444444443)
(42.43444444444444, 19.262777777777778)
(42.43444444444444, 19.262777777777778)
(42.439166666666665, 19.266111111111112)
(42.44305555555555, 19.26527777777778)
(42.44305555555555, 19.26527777777778)
(42.44277777777778, 19.26638888888889)
(42.44499999999999, 19.25861111111111)
(None, None)
(None, None)
(42.64179138888889, 18.10540138888889)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(42.639763055555555, 18.10941638888889)
(42.639696388888886, 18.10938138888889)
(42.63963805555556, 18.109348055555557)
(42.63995638888889, 18.109751388888892)
(None, None)
(42.640901388888885, 18.111605)
(None, None)
(42.64181472222222, 18.10725138888889)
(42.64174305555556, 18.10720305555556)
(42.64174305555556, 18.10715805555556)
(42.64176138888889, 18.107129722222222)
(42.64172, 18.107098055555557)
(42.64175, 18.10705638888889)
(42.641598055555555, 18.10705805555556)
(42.64158805555555, 18.107076388888892)
(42.64159305555555, 18.107083055555556)
(42.641625, 18.107019722222223)
(42.64163305555555, 18.106944722222224)
(42.64133805555556, 18.106739722222223)
(42.64123638888889, 18.106606388888892)
(42.64093305555556, 18.10642638888889)
(42.64088805555556, 18.106389722222225)
(42.64077805555556, 18.10629)
(42.64078305555555, 18.106438055555557)
(42.63984638888889, 18.106738055555557)
(42.63972638888889, 18.106985)
(42.63950138888889, 18.107288055555557)
(42.63950638888889, 18.10726)
(42.63915305555555, 18.108443055555558)
(42.639113055555555, 18.108798055555557)
(42.639043055555554, 18.108933055555557)
(42.63880805555556, 18.10955638888889)
(42.638848055555556, 18.10962638888889)
(42.63886, 18.109615)
(42.63891805555556, 18.109648055555557)
(42.639025, 18.10997638888889)
(42.638998055555554, 18.11077138888889)
(42.63959305555556, 18.112180000000002)
(42.6402, 18.112018055555556)
(42.640341388888885, 18.111878055555557)
(42.64023972222222, 18.111779722222224)
(42.64015638888889, 18.111618055555557)
(42.64013638888889, 18.111513055555555)
(42.640929722222225, 18.111283055555557)
(42.64169638888889, 18.111654722222223)
(42.64169138888889, 18.111665000000002)
(42.64203138888889, 18.11161305555556)
(42.64201638888889, 18.111684722222222)
(42.64208138888889, 18.11156138888889)
(42.64206138888889, 18.111078055555556)
(42.642069722222224, 18.111065)
(42.64208305555555, 18.111015000000002)
(42.64209972222222, 18.11064)
(42.64209805555556, 18.110618055555555)
(42.64206, 18.110143055555557)
(42.64219472222222, 18.109941388888892)
(42.64223638888889, 18.109898055555558)
(42.64223305555556, 18.10990138888889)
(42.64223, 18.1099)
(42.64243472222222, 18.10954638888889)
(42.64241472222222, 18.10953638888889)
(42.64245138888889, 18.109473055555558)
(42.642446388888885, 18.109475)
(42.64252638888889, 18.109329722222224)
(42.64253, 18.109329722222224)
(None, None)
(None, None)
(42.64290638888889, 18.108418055555557)
(42.642896388888886, 18.108413055555555)
(None, None)
(None, None)
(42.642938055555554, 18.10861138888889)
(42.64295472222222, 18.108609722222223)
(42.64288138888889, 18.108444722222224)
(42.64265638888889, 18.10809805555556)
(42.64245138888889, 18.107933055555556)
(None, None)
(None, None)
(42.65061305555555, 18.10941138888889)
(42.65063472222222, 18.10944138888889)
(42.650623055555556, 18.109433055555556)
(42.650638055555554, 18.10946138888889)
(42.650638055555554, 18.10945138888889)
(42.650623055555556, 18.109405000000002)
(42.650639999999996, 18.109468055555556)
(42.650636388888884, 18.109424722222222)
(42.65063305555555, 18.10943638888889)
(None, None)
(42.65064638888889, 18.1094)
(42.650655, 18.109383055555558)
(42.650655, 18.109385000000003)
(42.65063305555555, 18.10943)
(42.650638055555554, 18.10939638888889)
(42.650639999999996, 18.1094)
(42.650638055555554, 18.10939638888889)
(42.650641388888886, 18.109415000000002)
(42.65062805555555, 18.109424722222222)
(42.65062638888889, 18.109460000000002)
(42.65063138888889, 18.10945305555556)
(42.65062638888889, 18.109413055555557)
(42.65062138888889, 18.10941638888889)
(42.65060305555556, 18.109423055555556)
(42.65061, 18.109445)
(42.6506, 18.109426388888892)
(42.65060805555555, 18.10943)
(42.65063138888889, 18.10958)
(42.647593055555554, 18.111493055555556)
(42.64093805555556, 18.110343055555557)
(42.64013805555555, 18.11071805555556)
(42.64111305555556, 18.111693055555556)
(None, None)
(None, None)
(None, None)
(42.64232138888889, 18.11004138888889)
(42.64206138888889, 18.11015138888889)
(42.643411388888886, 18.10811638888889)
(None, None)
(None, None)
(None, None)
(43.32997138888889, 17.807189722222223)
(43.33000638888889, 17.807159722222224)
(43.33000305555556, 17.807163055555556)
(43.32998805555556, 17.80717472222222)
(43.32991472222223, 17.80718638888889)
(43.33723138888889, 17.811388055555557)
(None, None)
(43.33654305555556, 17.81324638888889)
(None, None)
(43.33683138888889, 17.815013055555557)
(None, None)
(None, None)
(None, None)
(43.337334722222224, 17.81514638888889)
(None, None)
(None, None)
(None, None)
(43.337248055555555, 17.814278055555555)
(None, None)
(None, None)
(None, None)
(43.13541305555555, 17.731401388888887)
(None, None)
(43.13531805555556, 17.73167972222222)
(43.13530138888889, 17.73153972222222)
(43.13531138888889, 17.731761388888888)
(43.13529305555556, 17.73128472222222)
(43.135125, 17.732129722222222)
(43.13350472222222, 17.732758055555554)
(43.13352638888889, 17.732686388888887)
(43.133515, 17.732686388888887)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(42.42436972222222, 18.77306638888889)
(42.42435, 18.774426388888887)
(42.424341388888884, 18.774398055555555)
(42.42433138888889, 18.77439)
(None, None)
(None, None)
(42.42343638888889, 18.774893055555555)
(42.42339472222222, 18.774906388888887)
(42.42355805555555, 18.775211388888888)
(42.42247805555555, 18.774575)
(42.42241138888889, 18.774596388888888)
(42.422421388888885, 18.774478055555555)
(None, None)
(42.42225472222222, 18.77507)
(42.422286388888885, 18.775053055555556)
(42.422286388888885, 18.775053055555556)
(42.42238638888889, 18.774963055555556)
(42.42241305555555, 18.77498472222222)
(42.422396388888885, 18.774729722222222)
(42.42239305555555, 18.774703055555555)
(42.42240805555555, 18.774703055555555)
(42.42242805555556, 18.774928055555556)
(42.422558055555555, 18.77463138888889)
(None, None)
(42.42339638888889, 18.77477)
(42.42384305555555, 18.773925)
(42.424236388888886, 18.774958055555555)
(42.424263055555556, 18.774256388888887)
(42.42435805555555, 18.773181388888887)
(42.42434305555555, 18.773153055555554)
(42.424335, 18.773141388888888)
(42.425014999999995, 18.772778055555555)
(42.42600972222222, 18.768636388888886)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(42.49378138888889, 18.64663138888889)
(None, None)
(42.52075305555555, 18.67909138888889)
(42.75793138888889, 18.821898055555554)
(42.76074472222222, 18.82428638888889)
(42.76137305555555, 18.825151388888887)
(42.773871388888885, 18.845958055555556)
(None, None)
(None, None)
(None, None)
(43.14747638888889, 19.09598472222222)
(43.14747138888889, 19.095978055555555)
(43.147553055555555, 19.09590972222222)
(None, None)
(None, None)
(43.149096388888886, 19.092376388888887)
(43.14782805555556, 19.08763972222222)
(43.14785805555555, 19.087888055555556)
(43.14789138888889, 19.08790638888889)
(43.14788472222222, 19.087843055555556)
(43.14788305555555, 19.087823055555553)
(43.147888055555555, 19.087806388888886)
(43.14789138888889, 19.08780472222222)
(43.14779138888889, 19.087818055555555)
(43.147775, 19.087799999999998)
(43.14776638888889, 19.087798055555556)
(43.14740638888889, 19.087808055555556)
(43.147415, 19.087758055555554)
(None, None)
(None, None)
(43.146119999999996, 19.09018)
(43.14463972222222, 19.089801388888887)
(43.14460972222222, 19.089834999999997)
(43.144605, 19.08982472222222)
(43.14460305555556, 19.089823055555556)
(43.14460972222222, 19.089821388888886)
(43.14460805555556, 19.089773055555554)
(43.14460805555556, 19.08975138888889)
(43.14454638888889, 19.089659722222223)
(43.14452305555555, 19.089636388888888)
(43.144534722222225, 19.08962972222222)
(43.14447305555556, 19.089626388888888)
(43.143679722222224, 19.09132472222222)
(43.14367638888889, 19.091338055555553)
(43.14367, 19.091366388888886)
(43.143678055555554, 19.091368055555556)
(43.143679722222224, 19.091378055555555)
(43.14365305555555, 19.091345)
(43.143678055555554, 19.091414722222222)
(43.143683055555556, 19.09138638888889)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(43.194284999999994, 19.089496388888886)
(43.19437805555555, 19.089536388888888)
(None, None)
(43.19442972222222, 19.089411388888887)
(43.17170972222222, 19.080031388888887)
(43.171704999999996, 19.080028055555555)
(43.17174138888889, 19.079963055555556)
(None, None)
(None, None)
(43.188204999999996, 19.06150138888889)
(43.18823138888889, 19.06159638888889)
(43.188228055555555, 19.061594722222225)
(43.188228055555555, 19.06159138888889)
(43.18819, 19.06158138888889)
(43.188181388888886, 19.061599722222223)
(43.188176388888884, 19.061593055555555)
(43.188235, 19.061538055555555)
(43.14892305555556, 19.29331638888889)
(43.14989472222222, 19.294599722222223)
(43.149878055555554, 19.294605)
(43.14987138888889, 19.294788055555557)
(43.149875, 19.294788055555557)
(43.14986472222222, 19.29474138888889)
(43.14986972222222, 19.294770000000003)
(43.14986972222222, 19.294773055555556)
(43.14988638888889, 19.294745000000002)
(43.14989472222222, 19.29474)
(43.14938305555555, 19.29958305555556)
(None, None)
(None, None)
(43.148694722222224, 19.292089722222222)
(None, None)
(43.083243055555556, 19.143595)
(43.08327638888889, 19.143558055555555)
(43.08385638888889, 19.144376388888887)
(43.083846388888894, 19.144365)
(43.08385305555556, 19.144413055555557)
(43.08386, 19.144289999999998)
(None, None)
(43.08623138888889, 19.14485138888889)
(43.086218055555555, 19.144871388888888)
(43.086194722222224, 19.14485472222222)
(43.08621472222222, 19.144875)
(None, None)
(None, None)
(43.082135, 19.143343055555555)
(None, None)
(43.080690000000004, 19.14182138888889)
(43.111108055555555, 19.125853055555556)
(None, None)
(None, None)
(42.24464138888889, 19.093825)
(42.24463138888889, 19.09374638888889)
(42.24465138888889, 19.093596388888887)
(42.24464805555556, 19.093613055555554)
(42.244638055555555, 19.09373472222222)
(42.24463638888889, 19.09373472222222)
(42.24468638888889, 19.093853055555556)
(42.244638055555555, 19.093606388888887)
(42.24463638888889, 19.09381638888889)
(42.244639722222225, 19.093683055555555)
(42.24440805555555, 19.09394)
(42.24320138888889, 19.095118055555556)
(42.243235, 19.095158055555554)
(42.24459638888889, 19.092585)
(42.24471805555556, 19.092489999999998)
(42.24419805555556, 19.09257)
(42.24425305555555, 19.09239472222222)
(42.24451972222222, 19.092411388888888)
(42.243254722222225, 19.095061388888887)
(None, None)
(42.248244722222225, 19.095166388888888)
(42.251981388888886, 19.102628055555556)
(42.25197138888889, 19.102673055555556)
(42.25675138888889, 19.10458138888889)
(42.25671972222222, 19.10453138888889)
(42.25683138888889, 19.1046)
(42.257984722222226, 19.106238055555558)
(42.258005, 19.106224722222223)
(42.25801805555555, 19.10622138888889)
(42.25805472222222, 19.106208055555555)
(None, None)
(42.259415, 19.107629722222224)
(42.259413055555555, 19.10762138888889)
(42.259458055555555, 19.107578055555557)
(42.25945472222222, 19.107539722222224)
(42.259465, 19.107515000000003)
(42.25946638888889, 19.10748305555556)
(None, None)
(None, None)
(None, None)
(None, None)
(42.24710138888889, 19.092873055555554)
(None, None)
(None, None)
(None, None)
(None, None)
(42.443079722222215, 19.26544)
(None, None)
(None, None)
(None, None)
(None, None)
(None, None)
(42.64388888888889, 18.1075)
(None, None)
(None, None)
(42.650555555555556, 18.109444444444446)
(43.336666666666666, 17.815)
(None, None)
(None, None)
(42.760555555555555, 18.824166666666667)
(None, None)
(42.25944444444445, 19.1075)
(None, None)
(42.6506, 18.109426388888892)
(42.422558055555555, 18.77463138888889)
